Year Month Day Hour Minute Second VelocityE VelocityN VelocityU StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage Speed Direction 
2014 10 15 10 00 00   -4.29    2.11    5.83  25.5  20.2  25.5   2.2   4.7   3.4  40  46  43  35  35  35  116.9  -1.6   2.0  2.0  0.4  0.5  26.24     0.0000    0.000  10.0    4.78   296.2
2014 10 15 10 15 00   -0.92   -0.15    1.45  25.5  18.4  25.5   2.2   5.2   3.4  40  47  43  35  35  35  116.9  -1.6   2.0  2.0  0.5  0.5  26.25     0.0000    0.000  10.0    0.93   260.7
2014 10 15 10 30 00    1.18   -1.40  -19.77  22.9  14.4  25.5   2.6   6.0   4.7  41  49  46  35  35  35  116.9  -1.6   2.0  2.1  0.4  0.5  26.22     0.0000    0.000  10.0    1.83   139.9
2014 10 15 10 45 00   -0.20   -0.05    0.22  21.6  13.7  25.5   2.2   5.2   4.3  40  47  45  35  35  35  116.9  -1.6   2.0  2.0  0.5  0.5  26.24     0.0000    0.000  10.0    0.21   256.0
2014 10 15 11 00 00    0.01   -0.55   -0.23  23.0  14.4  25.5   2.6   6.5   4.3  41  50  45  35  35  35  116.9  -1.6   2.0  2.0  0.4  0.4  26.31     0.0000    0.000  10.0    0.55   179.0
2014 10 15 11 15 00    4.31   -3.83   -9.75  25.5  24.0  25.5   1.7   4.3   3.0  39  45  42  35  35  35  116.9  -1.6   2.0  1.9  0.4  0.5  26.29     0.0000    0.000  10.0    5.77   131.6
2014 10 15 11 30 00   -5.23    2.78    7.59  16.5  10.4  21.8   3.4   7.7   5.2  43  53  47  35  35  35  116.9  -1.6   2.0  0.9  0.4  0.5  26.34     0.0000    0.000  10.0    5.92   298.0
2014 10 15 11 45 00   -2.39    0.86    1.26  24.7  15.4  25.5   2.6   6.5   4.3  41  50  45  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.42     0.0000    0.000  10.0    2.54   289.8
2014 10 15 12 00 00    2.67   -2.04  -15.04  22.0  13.0  21.4   2.2   5.2   3.9  40  47  44  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.36     0.0000    0.000  10.0    3.36   127.4
2014 10 15 12 15 00   -2.15    0.50    3.18  21.8  13.6  25.5   2.6   5.6   4.3  41  48  45  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.34     0.0000    0.000  10.0    2.21   283.1
2014 10 15 12 30 00    1.50   -0.86    5.96  25.5  17.6  25.5   3.0   6.5   3.9  42  50  44  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.33     0.0000    0.000  10.0    1.73   119.8
2014 10 15 12 45 00    3.52   -2.51   -2.86  22.9  14.3  25.5   2.6   5.6   3.4  41  48  43  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.33     0.0000    0.000  10.0    4.32   125.5
2014 10 15 13 00 00    2.00   -1.65   -2.95  17.3  10.9  20.9   2.6   6.0   4.7  41  49  46  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.4  26.30     0.0000    0.000  10.0    2.59   129.5
2014 10 15 13 15 00   -0.58    0.38    1.90   6.6   3.7   7.4   3.0   6.5   6.5  42  50  50  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.4  26.26     0.0000    0.000  10.0    0.69   303.2
2014 10 15 13 30 00   -1.04    1.08    5.08  21.2  11.3  25.5   2.6   6.9   4.3  41  51  45  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.27     0.0000    0.000  10.0    1.50   316.1
2014 10 15 13 45 00    0.71   -0.66   -0.77   4.4   2.7   5.1   2.6   6.0   6.0  41  49  49  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.39     0.0000    0.000  10.0    0.97   132.9
2014 10 15 14 00 00   -1.58    0.46    2.62  10.4   6.6  13.2   4.3   8.6   6.9  45  55  51  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.46     0.0000    0.000  10.0    1.65   286.2
2014 10 15 14 15 00   -2.28    1.09    3.45  14.6   9.2  17.8   3.0   7.3   5.2  42  52  47  35  35  35  117.1  -1.6   2.0  2.2  0.4  0.5  26.41     0.0000    0.000  10.0    2.53   295.6
2014 10 15 14 30 00   -1.59    0.57    2.89  11.0   6.8  15.9   3.0   6.9   4.7  42  51  46  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.43     0.0000    0.000  10.0    1.69   289.7
2014 10 15 14 45 00    0.01   -0.46  -10.67  14.2   8.5  23.8   3.0   6.5   4.7  42  50  46  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.48     0.0000    0.000  10.0    0.46   178.8
2014 10 15 15 00 00   -0.93    0.12    4.63  25.5  18.4  25.5   2.6   6.0   3.9  41  49  44  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.43     0.0000    0.000  10.0    0.94   277.4
2014 10 15 15 15 00   -3.47    1.80    2.95  21.7  13.8  25.5   2.6   6.9   5.6  41  51  48  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.42     0.0000    0.000  10.0    3.91   297.4
2014 10 15 15 30 00    9.20   -5.94  -10.04  25.5  19.1  25.5   2.6   6.0   4.7  41  49  46  35  35  35  117.1  -1.6   2.0  2.2  0.4  0.5  26.44     0.0000    0.000  10.0   10.95   122.8
2014 10 15 15 45 00    1.23   -1.24   -1.81   9.0   5.8  12.3   3.4   7.3   5.6  43  52  48  35  35  35  117.1  -1.6   2.0  2.2  0.4  0.5  26.47     0.0000    0.000  10.0    1.75   135.2
2014 10 15 16 00 00   -1.47    0.12   -0.15  18.1  11.2  21.8   2.6   6.0   5.2  41  49  47  35  35  35  117.1  -1.6   2.0  1.5  0.4  0.5  26.45     0.0000    0.000  10.0    1.47   274.7
2014 10 15 16 15 00   -1.04    0.31    1.79  11.9   7.5  13.9   3.0   7.3   4.3  42  52  45  35  35  35  117.1  -1.6   2.0  2.2  0.3  0.4  26.43     0.0000    0.000  10.0    1.09   286.6
2014 10 15 16 30 00   -1.78    0.82    0.14  20.0  12.5  25.5   2.6   6.0   5.2  41  49  47  35  35  35  117.1  -1.6   2.0  1.5  0.4  0.5  26.44     0.0000    0.000  10.0    1.96   294.7
2014 10 15 16 45 00   -1.77    0.66    1.47  16.6  10.4  25.5   3.0   6.9   4.7  42  51  46  35  35  35  117.1  -1.6   2.0  2.2  0.4  0.5  26.42     0.0000    0.000  10.0    1.89   290.4
2014 10 15 17 00 00    0.36   -0.56   -0.32  13.3   8.4  15.5   3.0   6.5   5.6  42  50  48  35  35  35  117.1  -1.6   2.0  2.2  0.4  0.5  26.41     0.0000    0.000  10.0    0.67   147.3
2014 10 15 17 15 00    3.97   -2.84   -4.49  22.0  13.8  25.5   2.6   6.0   4.7  41  49  46  35  35  35  117.1  -1.6   2.0  2.2  0.4  0.5  26.40     0.0000    0.000  10.0    4.88   125.6
2014 10 15 17 30 00    0.18   -0.52   -0.64  12.4   7.8  16.5   3.0   7.7   5.2  42  53  47  35  35  35  117.1  -1.6   2.0  2.2  0.4  0.5  26.39     0.0000    0.000  10.0    0.55   160.9
2014 10 15 17 45 00    4.11   -2.90   -3.65  25.5  17.7  25.5   3.9   9.0   6.9  44  56  51  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.40     0.0000    0.000  10.0    5.03   125.2
2014 10 15 18 00 00   -0.61    0.00    0.69   6.3   4.0   7.9   3.4   8.2   5.6  43  54  48  35  35  35  117.1  -1.6   2.0  2.2  0.3  0.4  26.39     0.0000    0.000  10.0    0.61   270.0
2014 10 15 18 15 00    1.87   -1.14  -13.08  13.2   8.3  16.0   3.0   6.5   5.2  42  50  47  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.5  26.37     0.0000    0.000  10.0    2.19   121.4
2014 10 15 18 30 00   -1.96    0.88    3.16  13.7   8.5  15.6   3.0   6.9   5.2  42  51  47  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.4  26.37     0.0000    0.000  10.0    2.15   294.2
2014 10 15 18 45 00   -0.54   -0.15    1.50  17.2  10.5  21.7   2.6   6.5   4.7  41  50  46  35  35  35  117.1  -1.6   2.0  2.2  0.4  0.5  26.35     0.0000    0.000  10.0    0.56   254.5
2014 10 15 19 00 00   -4.21    2.34    4.40  16.3  10.2  20.1   2.6   5.6   4.3  41  48  45  35  35  35  117.1  -1.6   2.0  2.3  0.3  0.4  26.35     0.0000    0.000  10.0    4.82   299.1
2014 10 15 19 15 00    2.38   -1.66   -4.22  16.8  10.6  25.5   2.6   6.5   4.3  41  50  45  35  35  35  117.0  -1.6   2.0  1.6  0.3  0.4  26.34     0.0000    0.000  10.0    2.90   124.9
2014 10 15 19 30 00   -7.01    4.04   12.81  24.6  15.3  25.5   2.2   6.0   3.9  40  49  44  35  35  35  117.0  -1.6   2.0  1.6  0.4  0.5  26.34     0.0000    0.000  10.0    8.09   300.0
2014 10 15 19 45 00   -0.16    0.03    3.70  24.6  15.5  25.5   2.2   5.2   3.9  40  47  44  35  35  35  117.1  -1.6   2.0  2.3  0.3  0.4  26.35     0.0000    0.000  10.0    0.16   280.6
2014 10 15 20 00 00   -0.90    0.05   -2.64  24.3  13.2  25.5   2.2   5.2   3.4  40  47  43  35  35  35  117.1  -1.6   2.0  2.3  0.3  0.4  26.34     0.0000    0.000  10.0    0.90   273.2
2014 10 15 20 15 00   -0.86    0.44    4.79  24.9  15.7  25.5   2.2   5.2   4.3  40  47  45  35  35  35  117.0  -1.6   2.0  1.6  0.4  0.4  26.35     0.0000    0.000  10.0    0.97   297.1
2014 10 15 20 30 00    6.62   -4.88  -11.87  25.5  20.7  25.5   2.2   4.7   3.4  40  46  43  35  35  35  117.0  -1.6   2.0  1.7  0.3  0.4  26.35     0.0000    0.000  10.0    8.22   126.4
2014 10 15 20 45 00   -1.82   -0.71   -7.34  25.5  15.7  25.5   2.2   5.2   3.4  40  47  43  35  35  35  117.1  -1.6   2.0  2.3  0.4  0.4  26.36     0.0000    0.000  10.0    1.95   248.7
2014 10 15 21 00 00    1.00   -1.13   -1.28  21.3  13.5  25.5   2.2   5.6   3.4  40  48  43  35  35  35  117.0  -1.6   2.0  1.6  0.4  0.5  26.37     0.0000    0.000  10.0    1.51   138.5
2014 10 15 21 15 00    4.46   -2.74   -3.09  18.8  10.6  20.0   2.2   5.6   3.4  40  48  43  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.39     0.0000    0.000  10.0    5.23   121.6
2014 10 15 21 30 00   -2.23    0.53    3.03  25.5  15.3  25.5   2.6   5.6   4.3  41  48  45  35  35  35  117.0  -1.6   2.0  1.6  0.3  0.4  26.39     0.0000    0.000  10.0    2.29   283.4
2014 10 15 21 45 00    8.42   -5.53  -10.53  25.5  18.6  25.5   2.2   6.0   3.9  40  49  44  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.5  26.40     0.0000    0.000  10.0   10.07   123.3
2014 10 15 22 00 00   -1.74    1.10    3.15  25.5  17.9  25.5   3.0   6.5   4.3  42  50  45  35  35  35  117.0  -1.6   2.0  1.7  0.4  0.4  26.41     0.0000    0.000  10.0    2.06   302.3
2014 10 15 22 15 00   -0.41   -0.51    2.18  24.6  14.9  25.5   2.2   4.7   3.4  40  46  43  35  35  35  117.0  -1.6   2.0  1.6  0.4  0.5  26.43     0.0000    0.000  10.0    0.65   218.8
